,bw,loglambda,contam_data,IFsupnorm
48,7.0,-12.0,194.0,66.02289189584639
49,7.0,-12.0,198.0,54.991320386312424
50,7.0,-12.0,202.0,101.52741510278726
51,7.0,-12.0,206.0,110.08898314840877
52,7.0,-12.0,210.0,96.58892493517617
53,7.0,-12.0,214.0,74.03966021493234
54,7.0,-12.0,218.0,81.33294054668613
55,7.0,-12.0,222.0,75.01782100261194
56,7.0,-12.0,226.0,117.26946636972308
57,7.0,-12.0,230.0,79.1862005964709
58,7.0,-12.0,234.0,88.72534999696553
59,7.0,-12.0,238.0,69.14175511805962
60,7.0,-12.0,242.0,85.57613224277978
61,7.0,-12.0,246.0,80.98605739123508
62,7.0,-12.0,250.0,79.62707943575386
63,7.0,-12.0,254.0,85.99504759388473
64,7.0,-12.0,258.0,65.89798309464942
65,7.0,-12.0,262.0,113.20078170973069
66,7.0,-12.0,266.0,81.23336515673778
67,7.0,-12.0,270.0,61.561495987204395
68,7.0,-12.0,274.0,96.5880785036546
69,7.0,-12.0,278.0,64.55529469531551
70,7.0,-12.0,282.0,81.6247269659504
71,7.0,-12.0,286.0,72.93481335313149
72,7.0,-12.0,290.0,84.11698998785928
73,7.0,-12.0,294.0,66.53506276589107
74,7.0,-12.0,298.0,84.16703629107722
75,7.0,-12.0,302.0,83.3701710866865
76,7.0,-12.0,306.0,76.26836648260804
77,7.0,-12.0,310.0,54.9838933554291
78,7.0,-12.0,314.0,75.93823558504727
79,7.0,-12.0,318.0,81.33097785215904
80,7.0,-12.0,322.0,112.16511389742705
81,7.0,-12.0,326.0,77.47141121990373
82,7.0,-12.0,330.0,67.52993785504803
83,7.0,-12.0,334.0,70.78791285749499
84,7.0,-12.0,338.0,60.17714692884319
85,7.0,-12.0,342.0,77.67426584562173
86,7.0,-12.0,346.0,89.2034403041991
87,7.0,-12.0,350.0,87.75831689339904
88,7.0,-12.0,354.0,95.84732076327124
89,7.0,-12.0,358.0,76.75792615305812
90,7.0,-12.0,362.0,65.0196442168826
91,7.0,-12.0,366.0,65.92647143183471
92,7.0,-12.0,370.0,81.54357220502027
